10001 49984
8264 4799
0 2109 36
0 2225 0
0 4184 47
0 4850 10
0 8438 23
1 971 4
1 1719 16
1 2923 5
1 5411 8
1 7787 26
1 8894 1
1 9272 9
1 9880 31
1 9894 22
2 282 1
2 720 10
2 1757 0
2 6056 9
2 9795 8
2 9831 24
3 4173 20
3 5760 3
3 6588 8
3 7160 44
3 8561 21
3 9475 15
3 9727 46
4 3935 26
4 6000 1
4 8248 24
5 360 18
5 1117 13
5 4154 1
5 4205 13
5 7517 11
5 9371 6
5 9722 40
5 9773 21
6 2878 47
6 4265 18
6 5577 27
6 5603 0
6 6928 26
7 1976 33
7 3855 18
7 4378 34
7 4636 49
7 5370 8
7 5812 9
7 6775 50
7 8481 24
8 738 1
8 2618 26
8 4873 42
8 7927 44
8 9376 44
9 1953 27
9 6299 24
9 8782 26
10 2378 42
10 5368 19
10 5681 32
10 6186 26
10 6831 18
10 7724 17
10 8584 38
11 442 23
11 2176 38
11 3293 27
11 5470 13
12 4854 43
12 5499 50
12 8828 14
12 9592 49
13 3164 14
13 5805 40
14 1780 30
14 2332 45
14 3975 25
14 4029 36
14 5518 16
14 6057 29
14 6956 36
14 7478 19
14 8338 44
15 2647 5
15 3707 44
15 4515 46
15 5224 46
15 5654 5
15 6825 50
15 7000 6
15 8564 33
16 8564 12
17 164 4
17 6071 27
17 7343 0
17 8372 36
17 8603 25
18 6791 14
18 7298 20
19 82 12
19 2097 49
19 4478 50
19 4659 37
19 5661 1
19 6165 34
19 7507 25
19 9100 44
20 33 33
20 1761 30
20 2029 1
20 2189 19
20 2195 43
20 3784 39
20 4067 46
20 7748 24
20 9074 6
20 9451 27
21 3797 25
21 4355 46
21 5221 27
21 7424 43
21 9505 31
22 845 2
22 2628 47
22 5800 7
22 6218 26
22 7089 29
22 7853 15
23 4238 39
23 6625 10
23 6905 47
23 6948 15
23 7661 34
23 8181 5
24 37 47
24 4806 33
24 7605 45
24 7793 2
24 9540 12
25 1155 11
25 2333 16
25 3970 20
25 5625 4
26 735 22
26 840 5
26 856 45
26 3154 49
26 3391 0
26 4317 38
26 7740 5
27 3109 4
27 5189 45
27 5777 29
27 6068 0
27 6190 36
27 7268 20
28 5960 23
28 8729 37
29 1129 24
29 4889 4
29 6206 1
29 6481 23
29 8223 25
30 934 40
30 2910 11
30 4047 41
30 7924 5
30 9207 50
30 9996 4
31 5506 3
31 8500 5
32 2905 43
32 3905 36
33 969 20
33 985 43
33 1659 44
33 6748 33
33 6917 14
33 8692 9
34 139 43
34 3159 35
34 3600 33
34 4386 31
34 5871 34
35 3596 16
35 3882 42
35 4868 34
35 6766 42
35 8433 5
35 9484 12
35 9922 50
36 1584 21
36 3882 4
36 4073 17
36 4305 17
36 6440 9
36 9376 39
37 2316 36
37 2579 37
37 3525 18
37 3785 35
37 4634 30
37 7607 41
37 7677 10
37 9741 50
38 1282 10
38 2810 29
38 5044 6
38 5575 25
38 5742 27
38 6342 45
38 6837 16
38 6880 6
38 7132 48
38 8196 47
38 8396 46
38 8737 8
38 9692 3
39 305 10
39 1310 31
39 3237 20
39 3963 15
39 6218 2
39 7671 19
40 840 13
40 3155 19
40 6249 21
40 8816 20
40 9783 49
41 2624 32
41 2993 18
41 3579 13
41 8315 0
41 8491 0
41 8539 36
42 590 9
42 1986 2
42 2610 18
42 3280 36
42 3544 23
42 6394 28
43 620 16
43 4077 49
43 5132 16
43 7491 30
43 7854 29
43 9600 13
44 535 17
44 1697 24
44 1853 48
44 1888 3
44 3235 15
44 3501 34
44 4877 16
44 7430 19
45 2075 12
45 2217 36
45 2461 6
45 3162 14
45 8147 16
45 8857 16
46 5075 9
46 5932 14
46 7818 42
47 4614 33
47 6543 14
48 2295 47
48 2426 25
48 3957 1
48 5530 42
48 9252 9
48 9709 16
49 394 2
49 595 11
49 1881 36
49 9445 47
49 9641 28
50 1318 34
50 2064 27
50 6940 0
50 8363 23
51 1503 14
51 1693 1
51 1889 33
51 5137 27
52 4504 4
53 2143 27
53 4598 48
53 5656 47
54 542 40
54 642 24
54 3131 9
54 4359 46
54 4533 23
54 6245 7
54 7810 34
54 8066 10
54 8976 12
55 4771 27
55 6416 27
55 7697 44
55 9961 44
56 4652 1
56 6426 24
56 7097 29
57 4150 11
57 7064 8
58 3130 41
58 4182 15
58 9484 45
59 1683 28
59 8078 22
60 1572 10
60 2231 37
60 3498 8
60 3556 17
60 4105 42
60 5800 46
60 7692 7
61 666 32
61 1416 0
61 5862 0
61 7824 23
62 1505 9
62 2859 20
62 3254 12
62 3806 36
62 7249 27
62 8369 46
62 9086 49
63 244 44
63 4979 34
63 4997 40
63 6206 12
63 8691 22
64 170 42
64 1437 0
64 6087 3
64 7600 10
64 7727 23
64 8907 37
65 389 0
65 790 1
65 1050 44
65 1307 32
65 2256 33
65 3788 47
65 4367 14
65 5747 40
65 6526 7
65 7390 20
65 8747 36
65 8753 26
65 9092 50
66 2603 21
66 8213 24
66 8693 46
66 9303 40
67 2823 6
67 5774 34
67 8342 22
67 9320 12
68 557 34
68 2333 7
68 4760 46
68 4843 1
68 7872 42
69 4356 35
69 5129 34
69 7315 30
70 3750 26
70 5336 9
70 7657 32
70 7680 7
71 2253 41
71 4924 10
72 5557 17
72 6815 35
72 7028 50
72 7904 34
72 9797 9
73 1640 9
73 6232 8
73 7656 43
73 8545 45
73 9859 0
74 283 24
74 5281 8
74 7428 8
74 8544 37
75 1628 12
75 2365 47
75 3609 18
75 3659 33
75 4536 26
75 6818 0
76 9461 25
77 3812 4
77 6107 18
77 7479 49
77 8117 46
78 762 1
78 1773 14
78 2085 47
78 6299 19
78 9015 31
79 1168 33
79 1774 28
79 4112 42
79 4630 36
79 5442 44
79 7389 27
80 1375 10
80 2939 1
80 3274 36
80 4488 9
80 5132 31
80 7604 8
80 9391 8
81 399 25
81 3622 5
81 3756 8
81 5397 36
81 5530 14
81 6730 29
81 7117 42
82 2032 9
82 2385 11
82 2689 49
82 2826 38
82 3333 13
82 3670 12
82 4148 6
82 6056 24
82 7344 33
82 9406 27
82 9642 37
83 375 2
83 483 40
83 562 7
83 820 31
83 2223 34
83 5172 29
83 5685 49
83 8121 32
84 1412 13
84 2623 50
84 3163 15
84 4660 14
84 5086 29
84 6310 26
84 6643 36
85 547 15
85 5613 36
85 6567 22
86 2566 39
86 4671 41
86 7064 11
86 7866 21
86 7979 35
86 8261 6
87 1673 30
87 1835 45
87 2378 34
87 7242 47
87 7435 14
87 8147 39
87 8555 18
88 583 33
88 9542 36
88 9692 37
89 6190 14
90 2094 25
90 2528 15
90 4619 28
90 8266 46
91 159 43
91 2009 2
91 3342 9
91 3957 9
91 5817 3
91 9111 22
91 9327 4
92 589 17
93 6293 9
93 9389 5
94 903 42
94 3818 12
94 5124 41
94 8139 10
94 8676 48
95 6754 37
95 7860 46
95 9130 12
95 9828 49
96 2653 36
96 3313 48
96 4660 31
96 5599 37
96 6024 9
96 6864 6
97 2436 23
97 8104 26
97 9626 29
98 697 49
98 821 3
98 3481 28
98 4558 18
98 6802 46
98 9046 12
99 7903 20
99 8253 44
99 8602 39
100 359 8
100 4401 14
100 6086 43
100 6691 33
100 7222 41
101 1041 10
101 5096 38
101 5138 23
101 6084 42
102 6687 36
102 7181 43
102 7735 22
102 7914 39
102 8707 13
103 1377 35
103 2009 39
103 2057 28
103 3329 26
103 6046 0
104 3326 48
104 4692 14
104 4895 26
104 5898 14
105 2564 25
105 4129 43
105 5523 23
105 6506 0
105 7532 45
105 8597 31
106 930 24
106 2979 42
106 4349 23
106 9383 27
107 1134 3
107 1180 2
107 3803 9
107 6570 29
107 6750 25
107 6829 26
107 7466 35
108 2653 10
108 7280 38
108 9481 32
108 9631 48
109 4502 3
109 9387 17
110 3491 48
110 3585 26
110 6061 6
110 7597 14
110 8347 0
110 8812 3
111 139 32
111 3557 7
111 6198 48
111 6266 1
111 8281 36
111 8829 28
112 2004 4
112 3983 36
112 4179 22
112 4450 11
112 6071 37
113 3247 45
113 4929 2
113 5003 43
113 6654 30
114 1487 19
114 1882 50
114 3894 11
114 5091 35
114 5737 9
115 132 7
115 638 25
115 1340 23
115 1705 44
115 1787 14
115 2067 24
115 4103 1
115 4680 34
115 7091 40
115 7346 45
115 9362 11
116 3948 23
116 4456 28
116 7417 23
116 8603 27
117 921 1
117 1280 17
117 3565 46
117 4303 30
117 6113 36
117 8190 1
118 514 13
118 9175 45
119 3615 2
119 7725 17
119 7871 9
119 8667 18
120 1091 47
120 1584 15
120 2482 44
120 2569 8
120 2719 30
120 3862 46
120 4307 14
120 6836 39
120 7065 19
120 7424 38
120 8157 23
120 9536 31
120 9626 4
121 2036 35
121 3594 22
121 5704 41
121 6779 5
121 8122 10
121 9818 28
122 2418 44
122 2865 16
122 5910 26
122 7330 7
122 7555 20
122 8004 4
122 9183 8
122 9757 49
123 1625 39
123 2027 28
123 2954 22
123 6310 48
124 505 0
124 686 9
124 3569 41
124 4666 28
124 5707 3
124 6487 33
124 8009 17
125 5085 34
125 6508 7
126 134 5
126 1551 13
126 6259 40
126 7017 11
126 8306 40
126 9566 5
127 380 39
127 938 37
127 6332 47
127 6666 3
127 6814 32
127 8926 45
127 9941 21
128 5691 47
128 7142 18
128 7217 2
128 7361 30
128 7765 14
128 8882 8
128 9625 4
129 239 14
129 863 8
129 1131 11
129 1703 20
129 3748 14
129 5038 31
129 9859 37
130 4783 29
130 5369 16
131 783 3
131 6372 3
131 8341 46
132 64 13
132 1294 22
132 1677 29
132 4271 24
133 4833 15
133 5161 48
133 6410 41
133 6719 8
135 2089 32
135 3287 44
135 5237 11
135 7152 25
136 1990 12
136 2092 43
136 3968 4
136 4919 28
136 6226 6
136 6422 36
136 7322 12
137 216 3
137 4586 41
137 5588 9
137 7670 29
137 7743 41
137 8465 8
138 872 37
138 888 30
138 2600 40
138 4467 38
138 7106 4
139 2092 49
139 6041 33
139 7366 48
139 7367 50
140 2856 50
140 7852 5
141 1905 33
141 2971 49
141 3409 6
141 6968 13
141 8741 29
142 389 49
142 2157 29
142 3323 17
142 8861 15
142 9744 35
143 3587 9
143 5172 46
143 5223 39
143 6598 26
143 9450 47
144 1580 32
144 4797 10
144 6151 12
144 7914 33
145 320 10
145 651 17
145 3937 24
145 4344 40
145 4859 0
145 7617 41
145 8040 22
146 4092 19
146 4367 12
146 4693 1
146 6299 45
146 6632 49
146 7737 31
147 3982 6
147 6800 9
147 7057 1
147 8129 39
147 8502 25
147 9375 45
148 2159 39
148 2541 39
148 3186 34
148 3978 5
149 2738 38
149 4773 31
149 5845 11
149 7161 0
149 7661 16
149 8373 47
149 8594 16
150 96 7
150 2594 6
150 5269 13
150 7126 8
150 7981 31
150 9210 28
151 2415 6
151 5073 7
151 9412 50
151 9576 41
152 605 13
152 2638 25
152 2911 16
153 223 9
153 5779 32
153 7332 43
153 8987 29
153 9501 26
154 450 34
154 632 7
154 719 5
154 908 26
154 4859 9
154 6780 18
154 7094 46
155 1767 11
155 2569 28
155 3864 48
155 8578 6
156 1420 43
156 2284 12
156 2769 43
156 3304 45
156 5516 41
157 4067 6
157 4268 19
157 8094 43
157 9768 46
158 2323 21
158 2628 16
158 4352 47
158 8860 37
159 7320 18
159 8165 9
159 9857 35
160 2558 2
160 7567 8
160 7975 46
160 9133 43
161 278 34
161 784 48
161 1546 22
161 4102 5
162 722 1
162 2571 29
162 4111 25
162 9599 5
163 45 3
163 738 17
163 1730 48
163 3772 26
163 4856 22
163 6125 37
163 7600 49
163 7664 10
163 8050 16
164 1145 44
164 4682 22
164 6001 20
165 453 40
165 2355 47
165 5802 25
165 8254 31
166 5608 38
166 6163 20
167 2204 2
167 4118 24
167 7766 6
167 9557 14
168 4810 31
168 7209 48
169 175 14
169 2842 2
169 3473 44
169 5297 20
169 6014 12
169 8281 23
169 9141 23
170 1313 7
170 3088 50
170 5025 4
170 7145 18
170 9146 36
171 2902 37
171 4518 47
171 5099 24
171 5574 30
171 8459 22
171 9561 6
172 1686 31
172 3378 32
172 7136 46
172 7397 22
173 3314 25
173 5101 0
173 7067 13
173 8854 32
174 3355 31
174 3600 9
174 7769 33
175 1236 0
175 4292 37
175 5934 19
175 6750 9
175 7377 18
175 9616 45
176 116 41
176 5629 15
176 5668 2
176 6578 22
176 9871 37
177 3919 17
177 5208 17
177 5838 28
177 5861 28
177 7351 17
177 9181 32
177 9475 31
178 661 48
178 1432 32
178 4054 14
178 5834 34
179 1400 11
179 1507 7
179 3947 28
180 1027 38
180 1842 48
180 1950 16
180 3458 31
180 4290 48
180 4506 37
180 8650 38
181 3501 0
181 3570 35
181 5104 28
181 7649 42
181 9029 25
181 9952 24
182 59 33
182 2731 34
182 8100 49
182 9135 22
182 9709 0
183 1087 48
183 2109 38
183 4811 0
183 6177 38
183 6690 19
183 6702 16
183 7204 26
183 7984 2
183 9094 40
183 9119 14
184 111 31
184 459 4
184 1482 6
184 1829 49
184 2047 50
184 4298 24
184 5063 3
185 101 48
185 176 37
185 3534 40
185 4683 47
185 6523 28
185 8149 5
185 9346 41
186 564 28
186 1774 3
186 2343 49
186 2585 22
186 5882 27
187 339 14
187 3019 33
187 4333 21
187 4415 34
187 5341 18
187 5377 43
187 5581 0
187 9092 9
188 1915 46
188 3083 14
188 4135 31
188 4306 16
188 5707 43
188 7685 49
188 7698 26
189 1367 45
189 1630 27
189 1672 23
189 1691 45
189 1752 6
189 5632 38
189 9137 11
189 9291 5
190 8085 2
191 6613 7
191 7609 12
191 9423 2
191 9571 17
192 3949 16
192 4206 48
192 4738 43
192 5856 35
193 221 43
193 1775 21
193 5444 0
193 6386 25
194 1334 5
194 1869 24
194 1891 19
194 6081 27
194 6348 44
195 2262 26
195 3950 14
195 7012 35
195 8482 50
195 9392 3
196 388 2
196 901 17
196 2430 49
196 2551 13
196 3531 37
196 5907 22
196 9534 44
197 206 26
197 1988 7
197 3818 19
197 4080 2
197 4719 32
197 5321 9
197 5599 17
197 7055 9
198 4323 12
198 7890 32
198 8504 48
198 8762 25
198 8894 5
199 1660 0
199 6384 4
199 7179 30
200 406 22
200 2269 23
200 2423 5
200 2448 22
200 3790 28
200 4758 44
200 4904 12
200 7325 47
200 8702 21
200 9423 2
201 202 45
201 1982 36
201 4214 16
201 6598 32
201 6936 16
201 9469 2
201 9889 30
202 350 27
202 4208 9
202 6171 24
202 6967 33
202 9523 4
203 1958 20
203 2292 45
203 3558 42
203 5656 1
204 2502 22
204 2666 42
204 3867 42
204 3909 48
204 5441 26
204 9582 18
205 2851 29
205 6238 46
205 7621 9
206 5148 43
207 99 49
207 1106 46
207 2092 8
207 6536 43
207 8100 24
208 2384 15
208 2628 35
208 3898 47
208 3967 28
208 5622 38
208 6034 27
208 7681 2
208 8816 28
208 9345 3
209 1044 32
209 1567 47
209 2387 42
209 3264 4
209 4859 47
209 6538 47
209 9789 49
210 9242 28
211 2024 11
211 2126 19
211 7178 10
212 443 45
212 2093 40
212 4051 36
212 4249 36
212 9896 28
213 1311 4
213 3449 19
213 4167 7
214 1592 31
214 2866 37
214 5122 2
214 5330 5
214 8142 29
214 9811 39
215 652 16
215 5909 37
216 4291 7
216 6104 36
216 8590 38
217 2598 23
217 3418 2
217 3993 3
217 5587 37
217 6028 16
217 6434 13
218 505 24
218 1443 22
218 2167 34
218 3177 28
218 3410 10
218 3732 25
218 3983 37
219 216 40
219 4045 28
219 4169 8
