1001 9947
703 605
0 205 17
0 511 9
0 589 18
0 606 26
0 721 4
0 781 11
1 113 21
1 277 1
1 354 20
1 368 30
1 527 49
1 722 6
1 807 39
1 835 38
1 959 47
2 41 30
2 105 43
2 118 7
2 359 42
2 811 13
2 828 10
2 903 49
3 27 14
3 115 11
3 159 17
3 448 28
3 476 7
3 507 18
3 510 1
3 568 48
3 768 34
3 965 45
4 34 12
4 96 26
4 101 40
4 207 9
4 208 7
4 312 25
4 326 30
4 354 39
4 406 35
4 484 44
4 600 16
4 651 7
4 941 33
4 951 38
5 52 1
5 127 46
5 169 13
5 293 35
5 339 28
5 594 41
5 630 9
5 681 18
5 762 31
6 4 41
6 32 36
6 62 1
6 121 44
6 422 42
6 615 20
6 657 45
6 757 4
6 811 19
6 844 47
6 944 48
6 960 11
6 970 47
6 976 14
7 104 31
7 234 26
7 354 39
7 552 48
7 591 19
7 621 23
7 624 25
7 943 10
7 975 45
8 188 45
8 312 15
8 662 14
8 707 27
8 710 42
8 758 16
8 817 21
8 823 46
9 84 32
9 155 21
9 198 23
9 230 40
9 269 5
9 477 13
9 501 18
9 813 28
9 835 6
9 845 44
9 866 11
9 873 38
9 913 34
10 74 31
10 217 15
10 340 32
10 411 46
10 559 16
10 857 25
10 978 43
10 999 9
11 148 9
11 347 29
11 443 8
11 559 5
11 583 13
11 651 23
11 667 16
11 694 35
11 739 44
11 936 24
11 968 29
12 7 27
12 69 8
12 224 8
12 449 27
12 488 45
12 523 6
12 755 50
12 898 38
12 909 20
12 996 10
13 94 2
13 142 16
13 196 49
13 250 25
13 374 37
13 475 8
13 481 21
13 544 26
13 580 3
13 595 21
13 686 4
14 138 20
14 215 25
14 323 44
14 549 30
14 622 8
14 651 36
14 669 6
15 45 5
15 164 21
15 179 33
15 234 20
15 263 21
15 291 31
15 375 49
15 438 20
15 579 7
15 587 31
15 606 6
15 664 12
15 690 41
15 734 38
15 736 6
15 763 40
15 804 15
15 860 18
16 26 30
16 90 2
16 139 21
16 165 39
16 208 46
16 219 7
16 221 28
16 303 43
16 563 1
16 588 47
16 854 13
16 888 17
16 895 26
17 208 39
17 260 14
17 588 47
17 657 14
17 685 41
17 705 50
17 959 39
18 77 44
18 78 50
18 83 25
18 101 18
18 490 31
18 500 20
18 508 40
18 649 46
18 684 11
18 687 24
18 842 22
18 951 35
19 51 9
19 163 33
19 209 15
19 549 17
19 604 26
19 835 14
19 845 36
19 898 2
20 167 6
20 191 23
20 218 6
20 499 9
20 867 22
20 964 21
21 23 33
21 108 47
21 137 9
21 197 7
21 210 44
21 262 43
21 434 29
21 596 26
21 832 0
22 121 42
22 126 33
22 336 50
22 507 29
22 547 32
22 714 49
22 799 20
22 853 31
22 862 7
22 930 29
22 945 28
22 957 31
23 17 32
23 185 7
23 238 5
23 246 15
23 282 21
23 387 17
23 418 24
23 576 21
