10001 49984
2555 2941
0 2052 39
0 2221 16
0 2953 40
0 7291 12
0 8388 9
1 775 24
1 2673 34
1 3810 34
1 5054 43
1 6548 20
2 3854 2
2 6090 48
2 6241 46
2 7653 7
2 7767 23
2 8033 34
3 215 44
3 1446 21
3 3691 28
3 4639 14
3 6658 2
3 6895 20
4 5190 29
4 9650 42
5 1600 50
5 3267 20
5 3841 10
5 5145 12
5 6023 19
5 9282 46
6 1877 19
6 5153 27
6 8144 42
6 9561 7
7 2218 13
7 2950 30
7 4693 19
7 7598 1
7 7893 40
7 8213 8
8 767 23
8 1937 13
8 5570 26
8 5585 50
9 251 47
9 255 44
9 1196 16
9 2559 22
9 2990 45
9 7213 32
9 7431 50
9 8941 42
10 1585 2
10 1636 4
10 4165 40
10 6703 23
10 7424 15
10 7530 44
11 4250 41
11 4501 17
11 6848 47
11 7209 20
11 7310 32
11 8697 16
11 9585 27
11 9620 19
12 570 19
12 1143 14
12 2681 28
12 7286 35
12 9550 15
13 2335 24
13 2642 42
13 5293 26
13 6531 26
13 8066 8
13 9439 20
14 292 15
14 394 6
14 3941 2
14 4545 5
14 7187 20
15 3695 38
15 3836 19
15 5140 3
15 5439 48
15 5861 4
15 6931 25
15 8954 23
16 984 45
16 1413 49
17 3894 19
17 4030 40
17 4842 13
17 5594 22
17 7437 18
17 9652 45
18 1559 38
18 2153 46
18 2546 1
18 3347 21
18 4279 47
18 6521 5
18 7649 10
18 9017 13
18 9389 1
19 221 11
19 1573 19
19 3052 8
19 3650 45
20 1315 28
20 1448 3
20 1709 33
20 7743 23
20 9002 29
20 9101 33
21 3755 41
21 9470 19
21 9935 22
22 965 21
22 1993 35
22 6343 48
22 9894 26
23 848 47
23 3669 48
23 3750 7
23 5561 26
23 6461 5
23 9480 24
24 615 32
24 1660 50
24 2137 24
24 2359 6
24 2995 38
24 4637 42
24 7325 31
24 9126 2
25 2557 36
25 2807 47
25 4077 8
25 4785 5
25 7595 16
25 9553 48
26 451 50
26 1492 46
26 4454 43
26 5820 4
26 7999 23
26 8014 8
26 9477 14
26 9963 39
27 3217 21
27 3265 50
27 3422 49
27 5194 11
27 7338 16
27 8079 16
27 9469 39
28 2668 45
28 2828 5
28 4408 8
28 4763 21
28 9659 12
29 1279 46
29 1516 24
29 1709 7
29 3785 20
29 3935 45
29 4734 42
29 5654 35
29 6012 43
29 6212 10
29 6966 40
29 9977 40
30 5616 39
30 5824 9
30 5980 6
30 6543 39
30 8380 16
30 8677 24
31 519 32
31 3128 19
31 6119 10
32 298 44
32 2411 2
32 9479 17
33 288 37
33 407 45
33 3066 20
33 4384 13
33 5576 8
33 5757 7
33 6893 15
33 9168 6
34 6290 31
34 8726 8
34 9104 11
35 3339 29
35 4526 19
35 4970 37
35 6367 39
35 7608 1
35 8410 28
35 9139 32
35 9279 21
36 333 25
36 1992 3
36 5386 3
36 7509 41
36 8669 19
36 9358 27
37 2118 4
37 2180 37
37 4221 50
37 6699 8
37 7538 16
37 7817 41
37 8191 18
37 8213 45
38 739 45
38 4009 46
38 4409 10
38 5814 19
38 8860 14
39 1175 6
39 8465 48
40 2250 1
40 3764 48
40 7348 11
40 7571 47
40 8999 49
41 2120 38
41 3880 25
41 6164 24
41 6244 47
41 8236 26
41 8541 12
41 9368 7
41 9470 0
42 1550 39
42 2201 32
42 2914 9
42 3698 27
42 6786 20
42 8450 16
43 1393 45
43 3613 7
43 5309 10
43 9525 12
44 389 2
44 1550 1
44 2396 1
44 5776 38
44 9258 12
45 3536 21
45 5880 20
45 7681 10
45 8569 0
46 4030 3
46 4504 15
46 4593 16
46 6177 27
46 7763 30
47 84 15
47 7760 14
47 8369 33
48 4469 12
48 5376 44
48 7045 16
48 7114 42
48 8194 20
48 8958 15
49 2130 2
49 3634 10
49 5117 24
49 5328 43
49 6486 26
49 8914 21
50 4230 27
50 4374 20
50 5129 19
50 6480 35
50 7175 49
50 8352 41
50 8725 44
51 186 36
51 1312 42
51 1738 31
51 2328 45
51 5197 21
51 8281 30
51 9455 40
52 9 46
52 3821 34
52 4926 39
52 6830 18
52 8067 46
52 8819 9
53 1789 34
53 3230 39
53 5927 3
53 8263 29
54 882 16
54 3229 33
54 5267 23
54 5337 50
54 7936 29
54 7953 26
54 8082 31
54 9243 24
55 1205 29
55 1214 4
55 5297 39
55 7660 1
55 8196 32
55 8590 26
56 601 46
56 1896 18
56 4230 47
56 4696 18
56 8052 19
56 8113 17
56 9956 9
57 2918 33
57 2966 41
57 3924 27
57 7005 36
57 7862 4
57 8236 18
58 1530 27
58 2184 20
58 4004 20
58 8720 13
58 8743 24
59 983 20
59 6959 38
59 7641 44
60 86 11
61 741 21
61 1976 21
61 3040 30
61 3717 6
61 4960 19
61 5771 9
61 7329 40
62 2005 35
62 2341 13
62 2373 26
62 4116 4
62 4515 4
62 6095 41
62 6494 14
62 7004 11
62 8402 35
62 9574 15
63 5237 16
63 7726 35
63 8259 0
63 8537 46
64 1304 35
64 1995 45
