1001 9952
885 856
0 75 30
0 250 28
0 256 35
0 379 16
0 470 26
0 500 20
0 551 19
0 582 32
0 632 21
1 240 32
1 387 23
1 477 0
1 523 24
1 670 38
1 762 7
1 801 34
1 862 23
1 917 50
1 933 1
2 202 50
2 303 20
2 372 38
2 481 41
2 508 48
2 535 2
2 635 19
2 710 16
2 834 2
2 841 6
2 896 34
2 978 28
2 1000 7
3 233 33
3 374 23
3 459 49
3 710 9
3 780 43
3 808 11
3 844 0
3 905 37
4 21 7
4 24 12
4 85 20
4 119 13
4 431 21
4 512 20
4 556 21
4 559 39
4 566 32
4 585 25
4 670 6
4 724 8
4 729 31
4 735 21
4 737 8
4 816 50
4 933 38
5 1 29
5 43 9
5 191 25
5 352 11
5 544 20
5 568 14
5 588 39
5 598 34
5 606 49
6 200 26
6 215 18
6 396 15
6 409 32
6 434 15
6 459 50
6 487 4
6 544 18
6 663 0
6 681 21
6 704 21
6 758 7
6 788 27
6 912 49
7 23 26
7 34 24
7 173 36
7 273 26
7 285 47
7 306 14
7 456 10
7 588 20
7 647 50
7 760 6
7 838 38
7 970 36
7 976 36
8 23 12
8 98 11
8 104 19
8 224 41
8 254 40
8 468 14
8 470 15
8 490 32
8 491 6
9 90 17
9 118 17
9 125 15
9 207 12
9 419 27
9 535 9
9 536 13
9 620 11
9 633 47
9 639 41
9 674 42
9 698 13
9 791 8
9 800 0
9 914 40
9 1000 1
10 241 6
10 376 26
10 409 4
10 553 30
10 607 38
10 610 40
10 618 44
10 798 36
10 845 41
11 35 0
11 106 19
11 413 34
11 420 47
11 453 2
11 495 16
11 506 19
11 785 36
11 803 39
11 885 12
12 96 15
12 113 4
12 428 50
12 518 32
12 556 9
12 597 34
12 607 42
12 729 8
12 908 10
13 35 42
13 68 15
13 283 18
13 371 11
13 406 39
13 453 43
13 474 28
13 510 38
13 591 46
13 716 25
13 933 15
13 969 14
14 136 0
14 182 26
14 249 41
14 288 49
14 456 48
14 558 49
14 617 1
14 635 36
14 703 36
14 849 4
15 76 14
15 190 21
15 232 21
15 268 19
15 401 40
15 575 25
15 646 2
15 709 13
15 844 17
15 917 14
15 987 10
16 14 19
16 37 6
16 254 41
16 335 43
16 506 24
16 639 2
16 714 19
16 765 18
16 838 14
16 920 47
17 36 13
17 120 14
17 152 9
17 181 35
17 251 33
17 265 5
17 411 49
17 609 50
17 663 34
17 689 38
17 703 39
17 817 41
17 836 44
17 916 23
17 933 24
17 957 16
17 966 33
17 973 41
18 121 12
18 160 2
18 162 7
18 370 39
18 392 9
18 416 28
18 639 30
18 751 23
19 32 42
19 115 16
19 334 4
19 389 25
19 454 13
19 457 41
19 579 1
19 767 3
19 820 3
19 921 30
19 969 12
19 996 36
20 30 29
20 135 40
20 251 10
20 273 16
20 303 26
20 344 33
20 386 18
20 448 36
20 455 11
20 574 50
20 624 10
21 15 36
21 59 37
21 90 44
21 124 2
21 230 16
21 284 30
21 315 10
21 377 29
21 474 50
21 483 48
21 540 47
21 545 49
21 557 26
22 49 50
22 316 0
22 348 21
22 537 42
22 624 8
22 697 17
22 796 6
22 942 46
22 953 47
23 82 34
23 134 43
23 325 43
23 376 50
23 405 29
23 427 12
23 479 1
23 598 48
23 604 22
23 917 16
24 9 33
24 110 17
24 177 4
24 248 41
24 344 26
24 401 41
24 443 17
24 547 16
24 661 12
24 702 16
24 733 41
24 811 45
24 849 8
24 930 41
25 37 48
25 87 3
25 102 11
25 380 2
25 458 10
25 554 20
25 606 25
25 651 21
25 670 21
25 691 34
25 877 37
25 947 44
26 1 16
26 97 6
26 130 32
