10000 49980
2199 2839
0 7053 38
1 1735 26
1 5274 42
1 8351 42
2 918 8
2 1636 0
2 2039 37
2 3210 27
2 5269 12
2 9875 42
3 4387 25
3 5872 20
3 8396 37
3 8585 38
3 8629 13
3 8798 20
3 9205 29
4 816 39
4 1318 12
4 1806 25
4 4548 38
4 5567 43
4 7284 27
5 1974 1
5 3817 11
5 4329 43
5 4617 34
5 5151 37
5 5225 41
5 9913 9
6 609 12
6 1483 35
6 4229 4
6 5543 0
6 7130 0
6 7438 18
6 7576 37
6 9344 16
7 564 2
7 1447 16
7 1634 31
7 2030 21
7 2139 2
7 2890 42
7 8845 16
7 9496 39
8 433 40
8 2474 34
8 5014 3
8 5774 10
8 6078 18
8 7236 50
8 7619 21
9 5845 3
9 6124 46
9 7581 20
10 349 30
10 5552 30
10 7626 14
11 107 33
11 2275 50
11 6116 31
11 6807 16
11 7113 36
11 8086 18
12 5829 19
12 7078 10
12 7111 41
12 7729 35
12 7915 2
13 323 24
13 2344 32
13 3233 7
13 4617 40
13 5458 5
13 7560 30
14 4425 50
15 266 35
15 1811 33
15 5322 2
15 5966 23
15 7503 45
15 9618 41
16 1123 4
16 2433 27
16 4866 6
16 5382 20
16 6669 26
17 1262 0
17 1404 36
17 3560 32
17 9939 14
18 809 36
18 1219 21
18 4960 2
18 5079 31
18 5800 44
18 9384 38
19 773 8
19 1376 6
19 1435 22
19 2317 9
19 3367 30
19 4835 13
19 6325 31
19 8245 29
19 8765 48
19 9893 0
20 2113 12
20 4472 7
20 5094 38
20 5117 39
20 5448 40
20 5712 24
20 7341 20
20 8893 17
21 2439 37
21 6645 7
21 6989 38
21 8794 10
21 8977 42
22 102 43
22 359 28
22 1570 41
22 1918 2
22 6510 21
22 7526 8
23 1958 14
23 3853 30
23 6658 8
23 7049 44
23 8935 38
24 852 48
24 1992 33
24 2562 41
24 6174 13
24 6410 34
24 8624 3
25 6401 12
25 7096 15
25 8357 48
25 9727 0
25 9946 22
26 389 3
26 4414 44
26 5478 36
26 6910 39
27 4378 37
27 9291 15
27 9642 32
28 466 5
28 655 35
28 2295 15
29 454 15
29 3312 24
29 3676 26
29 3864 40
30 381 25
30 2851 49
30 3327 23
30 4123 18
30 9335 2
31 874 38
31 5524 48
31 6691 50
31 7890 26
32 1397 48
32 8061 34
33 1408 29
33 9534 7
34 283 8
34 1786 31
34 3198 8
34 5126 47
34 8970 19
34 9792 14
35 2604 50
35 3653 34
35 3964 6
35 4990 24
35 6429 34
35 6473 39
35 9499 18
36 3963 39
36 6987 49
36 9089 10
37 1354 21
37 2662 5
37 5817 24
38 3575 50
38 4087 11
38 4213 18
38 5639 11
38 7318 30
39 1131 23
39 8800 43
39 8975 41
39 9368 31
40 2989 45
41 3019 18
41 4962 21
41 5165 6
41 5481 46
41 6151 4
41 9837 33
42 1643 36
42 5807 9
42 6230 42
42 7153 25
42 9731 17
43 1279 24
43 5619 47
43 7906 4
44 1647 22
44 2021 6
44 9690 12
45 2832 42
45 3536 20
45 4964 34
45 5924 41
45 6156 33
45 8677 17
46 2874 43
47 485 21
47 1201 18
47 1410 26
47 2516 6
48 6366 33
48 6747 35
48 7438 28
48 8613 29
49 4945 9
49 9535 20
50 4737 0
50 5300 15
51 7635 37
51 8178 10
52 1113 39
52 1819 21
52 5767 47
53 2219 13
53 2794 23
53 2962 18
53 5726 29
53 6585 26
53 7424 13
54 682 24
54 1241 4
54 4478 1
54 4608 17
54 5427 6
54 5753 12
54 5831 3
54 8142 16
55 2271 23
55 4332 35
55 4915 19
55 5039 24
55 5769 19
55 5812 24
55 8272 13
56 5337 11
56 6935 31
56 7472 17
56 8174 34
56 8686 24
57 8 16
57 23 21
57 2235 43
57 7117 47
57 8103 11
57 9162 25
58 1763 18
58 2665 46
58 4870 28
58 9109 31
59 341 41
59 496 42
59 1698 6
59 2506 8
59 2576 1
59 3242 38
59 5011 29
59 5161 49
59 5169 11
59 7452 8
59 8064 43
59 8284 46
59 8467 38
60 200 14
60 6901 3
61 11 47
61 608 38
61 2300 20
61 8468 39
61 8963 40
62 1956 41
62 3461 1
62 5185 46
62 5660 7
63 2765 33
63 3316 45
63 4888 5
63 5939 29
63 7531 36
64 329 44
64 7940 28
64 8300 36
64 9473 13
65 429 17
65 7276 16
65 7806 40
65 8542 27
65 8871 6
66 4052 33
66 6536 50
66 7414 16
66 9727 44
67 3052 2
67 7191 14
67 8650 6
67 8734 48
68 3858 26
68 7786 23
68 7794 34
68 7889 6
68 8742 41
68 8861 50
69 1455 9
69 3458 17
69 4010 35
69 6776 33
69 7307 6
70 231 47
70 233 39
70 503 12
70 7733 22
70 8496 50
70 8705 38
70 9292 33
70 9465 47
71 1261 47
71 1913 48
71 2132 30
71 3445 23
71 3653 28
71 8169 18
71 8682 47
71 9496 45
72 2693 46
72 4269 32
72 4696 41
72 5764 33
72 6999 4
72 7119 22
72 8310 22
72 8447 1
72 9771 18
73 5410 28
73 9650 5
73 9737 13
73 9965 32
74 2837 9
74 8248 14
74 9140 14
74 9540 11
75 983 10
75 1996 38
75 4066 31
75 5400 4
75 6850 48
75 8258 28
75 9319 34
76 120 46
76 617 41
76 7260 35
76 8152 19
77 2768 9
77 4603 32
77 5790 2
77 6905 20
77 9694 13
78 1937 46
78 3753 29
78 3756 45
78 9119 15
79 6231 48
79 6926 11
79 8286 36
79 8982 38
80 721 33
80 4417 0
80 5680 39
80 6987 22
80 7604 42
80 9249 7
80 9624 48
80 9792 45
81 45 26
81 715 20
81 932 13
81 4516 2
81 7646 44
81 8461 16
82 3726 17
82 4351 13
83 4051 27
83 4163 25
83 5846 0
83 5945 18
83 6624 49
83 7224 29
83 7319 31
84 3776 15
84 7240 13
85 2171 46
85 3150 32
85 5949 23
85 9746 45
86 549 37
86 9350 20
87 133 46
87 3202 35
87 4508 24
87 8516 28
88 4945 18
88 7150 8
88 7463 50
89 1684 2
89 1738 41
89 2562 14
89 5310 46
89 7611 0
89 8637 43
89 8978 8
90 5282 6
90 5479 6
90 8462 14
90 9535 5
91 6039 6
91 7787 47
91 9054 32
91 9526 22
92 986 42
92 4495 6
92 8379 17
93 2384 29
93 3178 18
93 5021 34
93 6760 15
93 7150 38
93 7313 15
93 7598 2
93 8341 14
94 436 38
94 1295 19
94 2556 37
94 4894 20
94 9721 31
95 3348 46
95 6325 14
95 6362 21
95 7076 24
95 9685 28
96 6787 13
96 9297 24
97 1777 0
97 3576 48
97 3821 38
97 4154 7
97 6003 4
97 6658 31
97 6866 2
97 6972 17
98 25 31
98 830 33
98 868 8
98 4582 38
98 5200 24
98 6059 39
98 6827 16
98 6907 50
98 7424 5
99 64 12
99 4045 45
99 4061 11
99 7580 28
99 9494 9
100 324 9
100 1130 32
100 1695 15
100 3894 36
100 4034 38
100 4667 45
100 6637 37
100 6871 25
100 7194 15
100 7469 41
100 9849 9
101 4818 1
101 4969 3
101 7818 1
101 8519 33
101 8647 49
102 3334 20
102 4526 47
102 6408 23
102 8249 46
103 335 24
103 4494 39
103 4600 15
103 4820 41
103 4978 42
104 1534 0
104 3114 31
104 3147 17
104 3444 4
104 3833 14
104 5977 6
104 7509 38
104 8553 41
104 8647 20
105 480 4
105 2333 11
105 2677 36
105 3662 26
105 3777 32
105 7822 0
106 3115 47
106 3905 17
106 4542 2
106 5541 22
106 5868 21
106 6717 31
107 973 41
107 3326 12
107 3858 19
107 6214 40
107 6537 10
107 6603 36
107 7099 26
107 7337 5
107 7389 26
108 1866 25
108 4332 33
108 7718 47
108 8246 18
109 3051 13
109 7341 20
109 9360 0
110 35 32
110 2312 6
110 4843 12
110 5668 8
110 7953 16
110 9761 13
111 594 7
111 877 28
111 4672 27
111 8893 48
112 2456 26
112 6129 3
112 7026 17
112 7058 39
112 8300 30
113 698 32
113 2049 25
113 3715 41
113 4626 23
113 4636 19
113 4657 5
113 9967 24
114 3595 35
114 3710 38
114 4781 1
114 8813 8
115 2224 39
115 4323 45
115 5430 29
115 5744 25
115 5794 27
115 8682 35
116 5463 13
116 7101 1
116 9754 39
117 756 7
117 1649 44
117 4171 11
117 7263 0
117 8851 22
118 8622 35
118 9242 6
119 4265 8
119 5023 39
119 5349 11
119 6410 12
119 7704 31
119 8405 16
119 8607 4
120 663 28
120 2382 49
120 3305 43
120 4474 40
120 6576 28
120 7284 33
121 1596 16
121 3095 33
121 5037 29
121 8983 28
122 2278 32
122 3435 46
122 3859 42
122 4653 20
122 5223 32
122 6747 44
122 7525 31
122 9714 47
123 5262 14
123 9958 24
124 225 8
124 333 48
124 3842 26
124 4284 30
124 8060 37
125 1423 18
125 2028 21
125 7203 15
125 8272 2
125 9702 14
126 199 1
126 1382 7
126 1615 13
126 5026 39
126 7456 14
126 8213 44
127 6568 45
127 6597 4
128 3652 19
128 3844 26
