10000 49984
4170 7837
0 932 39
0 2923 3
0 3648 46
0 6144 37
1 131 26
1 705 48
1 1213 49
1 3487 38
1 5129 27
2 2093 14
2 3292 13
2 4104 37
2 5569 23
2 7677 22
3 971 0
3 1795 42
3 3581 14
3 7930 10
4 1683 49
4 2475 6
4 4331 7
4 4999 40
4 6572 26
4 7045 4
4 8016 45
5 223 43
6 1224 28
6 2723 33
6 4647 15
6 5876 38
6 6351 7
6 6393 8
6 6921 44
6 9220 25
7 234 35
7 857 11
7 4486 38
7 9303 11
8 2550 19
8 5824 46
8 8092 31
9 1137 36
9 2358 11
9 2667 21
9 4276 49
9 5851 32
9 5958 26
9 7574 37
9 9300 17
10 3855 30
10 3876 11
10 4949 14
10 7275 1
11 3719 42
11 3792 39
11 4325 11
11 5565 9
11 5729 35
11 5928 41
12 8436 49
12 8963 35
13 2703 47
13 6762 41
13 9369 44
13 9443 38
14 466 48
14 2353 35
14 6040 4
14 7927 14
14 8075 14
14 8523 13
15 4263 42
15 5560 1
15 5715 23
15 8125 1
16 736 6
16 862 13
16 1710 6
16 3282 41
16 5183 3
16 6832 4
16 9504 35
17 2585 6
17 4949 38
18 7880 36
18 7942 40
18 8232 21
18 9518 20
19 8310 28
19 8709 3
19 9215 31
20 628 38
21 3648 28
21 4511 0
21 6113 37
22 216 5
22 538 10
22 7085 21
22 9144 12
22 9156 3
22 9523 29
23 3139 40
23 4278 33
23 5962 21
23 6206 31
23 7852 34
23 8309 30
23 8501 23
24 1337 38
24 4726 38
24 5875 10
24 6689 41
25 365 24
25 1742 27
25 3230 40
25 4008 35
25 4039 25
25 5509 7
25 7085 9
25 7491 28
26 36 9
26 1546 39
26 1586 12
26 4489 22
26 5595 5
26 5874 2
26 6149 13
26 7244 0
27 1300 15
27 1992 23
27 5574 2
28 1941 24
28 4141 33
28 7019 37
29 3832 29
29 5373 0
29 5453 48
29 6751 18
29 6762 28
29 7771 25
29 7910 9
29 8029 31
29 9703 23
30 2405 0
30 9069 5
30 9924 23
31 1481 35
31 2325 38
31 3418 20
31 3852 0
32 404 37
32 1998 3
32 2556 25
32 5780 19
32 5852 29
32 6028 22
32 6537 42
32 7182 20
32 8876 0
32 9366 42
33 208 21
33 6222 0
33 7246 29
33 8420 8
33 9519 47
34 198 43
34 4824 6
34 8840 33
34 9048 15
35 2153 29
35 6121 15
35 7828 15
35 7906 27
35 8815 47
35 9760 36
36 2312 19
36 3446 0
36 4115 23
36 4779 37
36 4987 32
36 6103 2
36 8162 47
36 8934 39
37 56 28
37 1468 44
37 2691 20
37 4914 1
37 4969 0
37 5138 21
37 8895 49
38 337 3
38 556 50
38 2696 29
38 4074 47
38 9332 47
39 2500 17
39 7384 30
40 2205 31
41 1699 49
41 5495 36
41 6661 27
41 6792 13
41 6951 17
41 7243 13
41 9690 28
42 1072 23
42 3719 3
42 4504 45
42 9054 11
43 3408 13
43 7385 16
43 9730 29
44 2518 24
44 2953 35
44 3182 35
44 3492 35
44 3894 42
44 6076 46
44 8575 20
45 348 23
45 585 34
45 4441 14
45 7867 41
45 9095 5
46 1526 1
46 2138 36
46 2564 50
46 5453 45
46 5811 40
46 9172 45
47 512 33
47 1788 33
47 6403 7
48 953 11
48 1437 19
48 1629 23
48 2762 32
48 4043 8
48 5244 44
48 7810 40
49 652 1
49 935 32
49 2885 12
49 4227 49
49 7887 39
49 9021 12
50 7 44
50 917 27
50 5859 0
50 6772 14
50 7030 13
50 9088 40
51 5661 33
51 6968 17
51 7871 28
51 8350 40
51 9402 5
52 1099 45
52 1558 18
53 1629 26
53 1723 37
53 2410 35
53 3564 36
53 4846 5
53 5374 24
53 7347 3
54 2294 16
54 3269 3
54 3700 14
54 8159 50
55 192 26
55 1957 28
55 8603 26
56 38 33
56 656 47
56 6487 27
56 6553 33
56 7795 2
56 8111 30
57 643 7
57 829 49
57 5503 33
57 7395 0
57 8493 0
58 842 35
58 1450 23
58 1515 29
58 1701 12
58 4535 14
58 7931 33
58 9128 25
58 9664 33
59 27 10
59 1774 32
59 1955 17
59 4109 32
59 7573 19
59 8380 38
59 9203 27
60 3467 11
60 6129 5
60 6544 0
60 7855 28
60 8125 24
60 8517 49
60 8676 35
61 1410 16
61 1744 32
61 5176 34
61 6481 41
61 6774 6
61 7417 0
61 7487 38
61 9265 29
62 321 14
62 517 45
62 3058 12
62 4732 39
62 6484 32
62 6740 20
63 1027 25
63 2393 48
63 3768 2
63 4749 47
64 246 7
64 2953 7
64 5478 40
64 6922 48
64 6948 42
64 8401 19
64 9843 8
65 664 36
65 695 43
65 3547 16
65 5359 0
65 5373 14
65 8445 29
65 8551 45
65 9029 41
66 132 16
66 1169 15
66 1191 5
66 1613 46
66 4670 43
66 6483 21
66 8823 38
67 1385 44
67 6269 18
68 892 10
68 1432 45
68 4616 49
68 4628 10
69 9702 8
70 1569 10
70 2121 46
70 2332 42
71 2138 19
71 4055 10
71 5713 13
71 7481 17
71 8304 8
71 9088 15
72 3938 22
72 7036 35
73 1029 26
73 2780 8
73 3103 20
73 3646 13
73 4181 0
73 5943 6
73 7800 18
73 8716 2
74 886 43
74 2300 15
74 6761 5
74 6879 45
74 7937 48
74 9212 27
75 5542 48
75 6169 40
75 7763 50
75 8851 14
76 2771 3
76 5411 42
76 8288 42
77 290 8
77 2954 19
77 3380 35
78 1816 31
78 2669 42
78 4480 28
78 6086 50
78 6761 44
78 8132 16
78 8868 25
78 9117 19
78 9291 11
79 4560 29
79 5983 21
79 6281 40
79 7615 0
80 258 32
80 526 36
80 1033 47
80 1316 17
80 1469 24
80 6522 39
80 8687 25
80 9726 33
81 490 28
81 3680 45
81 6206 34
81 8093 45
82 2936 19
82 6844 18
83 2175 22
83 2188 29
83 3301 31
83 8789 34
83 9668 10
84 2313 38
84 3412 40
84 4424 38
84 4833 40
84 5436 28
84 8490 20
85 5003 2
86 1253 37
86 2205 13
86 4214 49
86 5088 32
86 7211 44
87 6326 35
87 8709 12
87 8759 9
87 9420 7
88 1332 36
88 2331 28
88 4093 22
88 5256 3
88 8821 20
88 9592 23
89 2804 16
89 6907 44
89 7771 19
89 8499 14
89 9628 18
90 1054 38
90 3679 37
90 7475 19
91 1827 50
91 2789 46
91 5508 14
91 6327 19
91 9860 6
92 22 5
92 2656 17
