10000 49980
8714 6546
0 335 27
0 1850 4
1 2954 44
1 3276 8
1 4214 29
2 3938 22
2 4925 22
3 1430 20
3 3629 19
3 6559 13
3 9240 7
4 2947 40
4 2980 44
4 3739 9
4 5164 2
4 5266 35
4 5925 28
4 6660 1
5 3183 18
5 4980 20
5 5512 47
6 1379 12
6 2052 44
6 3749 33
6 4146 30
6 5648 0
6 7578 0
6 9616 38
7 902 13
7 1461 11
7 4676 48
7 6899 33
7 7513 43
8 1262 23
8 3153 40
9 1634 29
9 3403 13
9 4632 26
9 5929 27
9 7876 22
10 3759 1
10 5839 23
11 1683 16
11 3765 35
12 3143 12
12 4292 29
12 4887 37
12 7563 5
12 7795 35
12 8916 30
13 2067 41
13 6785 7
14 2930 31
14 7098 44
14 8468 15
15 3631 6
15 8884 46
16 3918 8
16 5183 11
16 6727 14
16 8170 6
17 593 21
17 1867 21
17 5177 42
17 5687 2
17 9136 18
17 9311 41
18 3133 29
18 4212 35
18 5616 44
18 5971 36
19 789 37
19 2049 33
19 4688 36
19 4749 10
19 4996 28
19 6240 45
19 7042 25
19 8839 46
20 1940 44
20 2290 33
20 4104 45
20 5077 21
21 7770 44
21 8439 32
22 2845 27
22 3390 11
22 4420 43
22 6351 16
23 5061 34
23 6976 24
23 8764 41
23 9250 40
24 31 0
24 5108 24
24 8400 16
25 642 41
25 1927 15
25 2206 40
25 3848 22
25 4237 4
25 4428 16
25 6066 0
25 7756 22
26 484 44
26 4621 15
26 5134 11
26 6857 31
26 7474 11
26 9764 15
27 1118 3
27 4269 23
27 6426 36
27 6930 43
28 4058 41
28 5662 26
28 6184 47
28 6878 50
28 8324 42
29 881 15
29 5723 33
30 8917 5
31 147 16
31 2566 36
31 2593 41
32 862 38
32 8178 31
32 9735 25
32 9820 2
33 324 33
33 3224 41
33 6259 16
33 6478 25
33 7961 12
34 2952 14
34 3955 14
34 8577 39
35 2759 34
35 4998 13
35 5854 3
36 8544 41
37 921 1
37 929 22
37 1251 29
37 5286 49
37 6442 21
37 8135 9
38 747 47
38 1024 29
38 2013 37
38 2736 29
38 3682 21
38 4111 15
38 4127 17
38 5254 46
38 6125 20
38 6826 40
38 7028 26
39 1352 29
39 6829 39
39 6986 40
40 963 23
40 1530 5
40 3084 41
40 5792 25
40 7520 24
40 8182 19
41 871 21
41 2008 13
41 4125 5
42 123 11
42 628 4
42 642 12
42 4096 14
42 4400 8
42 5803 20
42 8129 22
42 8538 8
42 8653 41
42 8720 10
43 975 42
43 986 27
43 1053 9
43 2288 15
43 3154 23
43 4151 1
43 6832 2
43 8024 17
44 3893 22
44 3955 23
44 4281 47
44 4362 24
44 5572 41
44 6135 4
44 6685 31
45 56 31
45 466 49
45 600 30
45 4542 20
45 5359 10
45 6316 9
45 7620 16
45 8752 44
46 4621 35
46 4751 16
46 5424 49
46 8736 18
47 1633 28
47 2115 14
47 2544 42
47 7179 0
47 9596 49
48 1245 19
48 4479 15
48 9685 34
49 891 44
49 2084 7
49 4260 13
49 9012 49
50 6995 39
50 9535 38
51 930 34
51 1092 16
51 3600 36
51 7975 49
52 1933 12
52 4709 15
52 6004 46
52 6672 2
52 7690 17
53 5161 17
54 1342 47
54 3254 40
54 4789 23
55 742 21
55 1581 39
55 3699 4
55 5191 21
55 5642 23
55 5730 48
55 6549 16
55 6935 12
55 8171 17
55 9121 19
55 9150 41
56 3775 10
56 4780 28
56 5845 18
56 7441 45
56 7915 19
56 8103 18
56 9041 47
56 9132 50
57 61 31
57 951 15
57 2198 46
57 4491 7
57 6428 32
57 9577 22
58 3907 35
58 6990 48
58 8447 47
58 9784 0
59 1613 23
59 2849 22
59 3236 35
60 429 6
60 1521 11
60 1980 14
60 7325 26
60 7984 14
61 4277 42
61 6732 31
61 6872 45
62 207 41
62 885 43
62 1582 28
62 1859 27
62 2891 33
62 3943 0
63 1234 39
63 3559 27
63 4619 37
63 5477 43
63 7206 6
63 9207 25
63 9842 21
64 3898 29
64 4273 31
64 5917 2
64 7655 8
