1001 9928
239 798
0 127 10
0 350 12
0 360 48
0 411 22
0 471 0
0 559 1
0 599 32
0 733 39
0 785 24
0 827 11
0 902 0
0 967 34
1 95 22
1 184 43
1 332 50
1 386 20
1 479 39
1 489 14
1 525 31
1 582 36
1 592 42
1 663 33
1 827 49
1 903 12
1 935 22
1 985 46
2 57 46
2 129 13
2 165 7
2 254 24
2 313 32
2 364 4
2 408 11
2 443 36
2 562 18
2 584 49
2 804 0
2 858 8
2 902 33
2 935 48
3 152 48
3 349 16
3 563 6
3 948 49
3 969 40
4 109 26
4 117 13
4 126 44
4 272 32
4 337 6
4 521 16
4 678 48
4 721 8
4 788 42
4 871 39
4 899 30
5 139 23
5 194 50
5 379 27
5 523 46
5 809 18
5 902 3
5 974 1
6 32 5
6 65 9
6 118 50
6 295 8
6 435 20
6 722 43
6 853 42
6 926 9
6 981 41
7 17 16
7 363 44
7 410 43
7 431 8
7 584 21
7 677 40
7 886 7
7 985 39
8 18 25
8 52 19
8 85 0
8 137 9
8 222 14
8 311 35
8 371 40
8 399 6
8 411 48
8 462 50
8 664 29
8 804 9
8 809 15
8 989 21
9 7 46
9 97 41
9 305 37
9 660 34
9 664 26
9 719 32
9 904 42
10 26 45
10 30 37
10 170 34
10 199 47
10 679 34
10 926 37
10 978 25
11 99 39
11 127 41
11 156 39
11 466 27
11 555 41
11 560 31
11 727 30
11 747 8
11 760 28
11 763 28
11 869 6
11 921 16
11 973 47
12 37 3
12 164 49
12 257 8
12 685 12
12 789 47
12 943 0
12 980 10
13 48 22
13 451 31
13 537 19
13 853 11
13 959 15
13 988 25
14 115 25
14 119 41
14 176 10
14 217 40
14 307 38
14 317 46
14 360 29
14 363 24
14 426 47
14 587 29
14 647 6
14 691 41
14 797 38
14 806 47
14 830 20
14 965 46
14 983 23
15 4 29
15 568 43
15 571 50
15 695 34
15 886 13
15 980 28
16 13 10
16 14 9
16 207 28
16 267 43
16 632 45
16 640 7
16 728 25
16 800 17
16 837 29
16 867 38
16 925 34
17 6 44
17 41 18
17 46 23
17 219 25
17 371 3
17 537 48
17 576 30
17 585 32
17 590 26
17 676 2
17 879 20
18 416 48
18 446 41
18 460 38
18 611 35
18 864 5
19 54 46
19 113 17
19 131 50
19 187 42
19 201 10
19 202 41
19 310 8
19 364 50
19 429 31
19 500 14
19 613 33
19 625 28
19 706 45
19 707 34
19 769 1
19 830 13
19 856 18
19 911 22
19 955 38
20 1 31
20 21 10
20 582 48
20 598 30
20 665 48
20 731 8
20 756 13
20 764 47
20 869 3
20 906 11
20 971 26
21 24 17
21 43 1
21 94 2
21 123 8
21 139 45
21 202 39
21 217 41
21 244 14
21 302 28
21 321 0
21 426 44
21 523 1
21 565 25
21 582 44
