500 2485
15 174
0 131 38
0 257 37
0 394 28
1 71 33
1 101 48
1 188 28
1 209 34
2 155 9
2 239 35
3 18 40
3 242 35
3 280 48
3 344 30
3 420 24
4 15 35
4 25 31
4 76 37
4 132 23
4 175 32
4 198 18
4 213 24
5 282 48
5 331 20
5 376 36
5 387 11
5 426 49
5 487 46
5 494 18
6 129 40
6 139 9
6 153 11
6 284 20
6 401 44
6 451 2
6 478 34
7 233 19
7 264 32
7 270 13
7 278 5
8 92 49
8 308 20
8 313 16
9 286 14
9 314 31
9 385 2
9 405 18
9 448 27
9 464 26
10 25 19
10 225 16
10 376 33
10 450 13
10 469 20
10 493 2
11 156 41
11 255 9
11 260 13
11 341 7
11 342 34
11 464 48
12 16 27
12 392 5
13 229 15
13 338 18
13 406 35
13 464 7
14 235 6
14 241 8
14 273 19
14 338 17
15 153 36
15 297 50
15 358 5
15 434 37
15 440 29
16 19 12
16 164 0
16 168 0
16 180 44
16 460 46
17 71 19
17 358 37
17 399 29
18 194 2
18 284 45
18 411 25
19 9 12
19 286 20
19 446 2
19 486 29
20 119 18
20 150 40
20 217 7
20 254 23
20 263 16
20 427 49
20 497 42
21 161 9
21 251 12
21 307 4
21 371 48
21 398 7
22 168 3
22 183 31
22 289 50
22 326 25
22 456 36
23 368 19
23 376 47
23 416 30
23 454 34
24 29 7
24 56 25
24 170 29
24 178 0
25 16 32
25 108 24
25 234 13
25 392 47
25 410 41
26 49 28
26 92 23
26 122 12
26 385 11
26 389 3
26 402 4
27 26 15
27 60 11
27 105 18
27 183 44
27 218 15
28 21 18
28 166 17
28 191 8
28 241 34
28 255 4
28 368 1
28 413 3
28 473 1
29 91 25
29 207 50
29 292 48
29 414 20
29 417 19
29 437 34
29 477 40
30 236 22
30 390 20
30 474 15
31 32 30
31 168 17
31 276 39
32 83 40
32 94 19
32 99 6
32 163 6
33 227 6
33 250 27
33 284 12
33 289 43
33 321 45
33 328 40
33 352 15
34 160 6
34 174 21
34 350 10
34 460 48
34 467 8
35 43 31
35 74 47
35 239 16
35 344 49
35 404 7
36 186 37
36 337 43
37 47 47
37 150 0
37 391 44
37 402 40
37 474 48
37 475 17
38 40 9
38 87 10
38 198 14
38 199 33
38 222 19
38 351 35
38 496 3
39 51 13
39 315 19
39 325 17
39 453 35
40 67 9
40 85 21
40 124 27
40 150 43
40 225 7
40 320 50
41 66 21
41 84 38
41 176 4
41 215 13
41 330 38
42 82 17
42 236 18
42 287 50
42 385 28
43 161 22
43 208 47
43 427 0
44 46 4
44 187 41
44 241 13
44 395 0
45 24 29
45 109 25
45 292 37
45 317 28
45 383 29
45 424 35
46 4 4
46 270 48
46 280 4
47 201 9
47 330 5
47 378 18
47 397 20
47 457 18
47 468 5
48 27 21
48 120 17
48 151 19
48 153 37
48 181 49
48 341 13
48 346 33
48 367 14
48 410 41
48 414 1
48 439 2
48 492 27
49 153 39
49 205 39
49 260 6
49 403 50
49 462 6
50 6 43
50 7 24
50 95 30
50 340 33
50 407 31
51 61 21
51 289 34
51 302 7
51 311 9
51 321 13
51 375 19
52 75 21
52 167 25
52 208 0
52 409 2
52 423 9
52 439 2
52 491 20
53 5 38
53 143 24
53 186 17
53 239 26
53 309 16
53 348 29
53 433 36
54 78 37
54 96 33
54 111 18
54 336 3
54 349 47
54 403 15
54 411 44
55 20 1
55 172 7
55 173 4
55 268 41
55 467 10
56 121 44
56 124 12
56 253 1
56 441 14
57 329 10
57 361 37
57 389 1
58 24 35
58 53 35
58 55 44
58 65 36
58 101 27
58 132 47
58 198 37
58 256 6
58 280 20
58 388 0
58 414 40
59 63 26
59 129 44
59 161 23
59 179 34
59 216 21
59 244 50
59 257 35
59 387 42
59 428 19
59 493 33
60 36 38
60 137 25
60 334 35
60 383 14
60 411 16
61 143 28
61 187 18
61 271 30
61 310 0
61 313 28
62 126 22
62 135 44
62 342 6
62 346 40
62 407 15
62 449 8
63 107 39
63 129 41
63 272 19
63 291 36
63 433 10
64 446 4
64 471 22
65 308 4
65 493 30
66 79 5
66 91 4
66 231 4
66 387 0
67 306 17
67 340 47
67 349 34
67 423 9
68 382 33
69 64 17
69 145 22
69 173 50
69 355 30
69 369 38
69 486 48
70 39 19
70 82 39
70 225 31
70 269 15
70 344 48
70 345 33
70 355 10
70 406 8
70 428 9
70 457 12
70 491 3
71 0 11
71 1 46
71 30 28
71 135 8
71 152 3
71 305 33
71 399 12
71 443 42
72 49 25
72 156 16
72 221 28
72 322 25
72 454 49
72 490 4
72 497 35
73 29 44
73 67 19
73 179 7
73 309 10
73 361 13
73 485 28
74 130 50
74 162 50
74 425 36
74 443 43
74 470 1
75 12 28
75 178 4
75 254 2
75 335 30
75 340 33
75 412 26
76 166 8
76 327 22
76 360 47
76 371 27
76 470 9
77 50 2
77 124 11
77 217 14
77 386 38
77 413 25
78 198 46
78 229 2
78 451 21
78 460 17
79 213 32
79 308 45
79 426 10
79 491 7
80 27 7
80 155 17
80 175 16
80 261 38
80 380 43
80 389 12
80 449 27
80 455 29
81 225 16
81 298 13
81 354 12
82 159 39
82 231 36
82 242 7
82 358 10
82 394 4
83 106 26
84 74 25
84 104 26
84 331 15
84 464 16
85 217 37
85 254 41
85 353 29
86 67 34
86 121 33
86 335 19
86 361 23
86 414 7
87 54 9
87 127 7
87 312 32
87 314 6
87 327 1
87 407 50
87 451 0
88 138 6
88 245 27
88 397 38
88 401 23
88 405 42
88 406 0
89 0 28
89 13 15
89 71 33
89 147 30
89 184 42
90 71 31
90 94 30
90 99 18
90 120 25
90 191 30
90 269 5
90 324 16
90 362 48
90 489 14
91 21 24
91 176 30
91 428 13
91 448 11
92 19 20
92 106 39
92 107 47
92 137 12
92 223 45
92 288 33
92 328 17
92 377 17
93 21 45
93 150 48
93 171 8
93 208 46
93 320 29
93 366 49
93 413 29
94 39 25
94 199 45
94 314 42
94 444 40
95 188 15
95 292 12
95 296 35
95 441 37
95 498 22
96 140 47
96 155 14
97 4 12
97 19 0
97 23 17
97 99 41
97 166 35
97 327 19
98 124 7
99 253 19
99 398 19
99 412 2
99 486 5
100 36 13
100 123 34
100 147 44
100 204 24
100 297 20
100 370 33
101 71 37
101 96 3
101 98 18
101 144 41
101 184 22
101 235 13
101 259 8
101 307 44
101 312 15
101 343 23
101 452 25
101 488 18
102 113 13
102 173 36
102 220 37
102 244 30
103 230 22
103 258 37
103 377 19
103 498 25
104 41 25
104 49 47
104 65 28
104 94 4
104 95 40
104 108 37
104 304 2
105 19 42
105 49 22
105 99 17
105 108 10
105 137 31
105 170 6
105 250 43
105 304 16
105 457 3
106 154 23
107 161 34
107 237 38
107 376 46
107 380 49
107 411 17
107 439 40
108 3 29
108 53 14
108 72 17
108 146 32
108 155 10
108 315 3
108 374 49
109 17 35
109 427 41
109 428 28
110 56 17
110 331 39
110 444 9
110 455 34
111 102 7
111 156 8
111 160 18
111 199 35
111 221 13
112 4 24
112 177 34
112 330 48
112 368 39
112 371 5
112 378 42
112 452 8
113 31 18
113 36 45
113 49 40
113 346 14
113 348 32
113 350 34
113 453 26
114 175 21
114 261 17
114 287 10
114 378 8
114 392 7
115 92 15
115 299 34
115 348 17
115 411 29
115 426 38
116 6 16
116 32 7
116 148 47
116 163 50
116 230 14
116 352 49
117 4 1
117 235 30
117 467 36
118 38 22
118 63 32
118 113 34
118 161 22
118 307 1
118 466 26
119 25 43
119 78 27
119 156 4
119 175 22
119 225 10
119 304 23
120 8 35
120 44 14
120 148 9
120 166 30
120 190 46
120 254 16
120 297 44
120 334 6
120 388 32
120 447 5
120 464 44
121 14 38
121 49 46
121 198 17
121 429 38
122 93 50
122 371 31
122 381 9
122 385 5
123 45 30
123 52 24
123 242 26
123 360 17
123 409 27
124 52 2
124 64 15
124 113 13
124 165 38
124 261 42
124 307 14
124 316 3
124 394 42
125 58 35
125 148 31
125 207 42
125 343 3
125 403 4
125 434 49
125 469 11
125 472 25
126 11 34
126 119 49
126 186 50
126 229 22
126 240 40
126 292 41
126 358 39
126 405 42
126 413 36
126 500 39
127 15 47
127 176 30
127 345 47
127 480 28
127 497 19
128 29 23
128 96 16
128 414 12
128 474 46
128 483 18
129 143 26
129 164 47
129 305 18
129 353 2
130 152 16
130 263 50
131 16 29
131 223 43
131 350 5
131 383 29
131 398 48
131 448 28
131 482 6
132 107 15
132 387 32
132 468 2
132 482 10
133 112 41
133 170 24
133 220 48
133 285 49
133 400 31
134 74 7
134 332 7
134 344 8
134 378 25
135 101 32
135 119 20
136 14 9
136 53 14
136 481 26
137 20 32
137 87 35
137 97 6
137 101 22
137 123 45
137 205 0
137 456 39
138 148 18
138 173 49
138 315 50
138 388 36
139 102 23
139 216 45
139 228 50
139 314 28
139 318 33
139 368 27
139 411 42
140 85 11
140 143 22
140 163 0
140 172 35
140 217 44
140 287 18
140 378 33
140 457 46
141 169 2
141 345 29
141 387 25
141 489 38
142 217 31
142 223 2
142 369 39
142 403 27
142 489 5
143 13 4
143 21 36
143 156 15
143 348 5
143 396 23
143 400 39
144 163 44
144 177 50
144 189 21
144 333 28
144 374 6
145 4 39
145 14 31
145 93 47
145 201 44
145 240 45
145 246 35
145 362 14
146 3 35
146 16 38
146 102 32
146 433 43
147 4 47
147 100 25
147 292 21
147 474 45
147 488 46
148 7 15
148 415 23
149 69 4
149 282 38
149 298 23
149 390 50
149 399 23
149 490 30
150 41 38
150 52 36
150 59 0
150 132 49
150 137 19
150 421 6
151 41 18
