101 480
71 86
0 29 15
0 36 36
0 41 36
0 65 40
1 60 40
1 73 20
1 90 35
1 100 31
2 9 24
2 94 0
3 14 44
3 42 38
3 56 37
3 63 27
3 74 13
4 23 16
4 52 23
4 64 46
4 80 23
5 4 16
5 23 14
5 37 34
5 51 19
5 55 37
5 62 21
5 65 38
5 70 6
5 77 37
6 16 28
6 23 0
6 43 8
6 46 25
6 78 17
6 89 21
7 1 4
7 40 21
7 60 43
7 68 50
7 75 35
7 88 40
7 94 42
8 52 36
8 54 35
8 96 46
8 100 11
9 57 47
10 83 12
11 47 11
11 53 31
12 6 33
12 10 1
12 20 13
12 32 22
12 84 14
13 56 6
13 61 20
13 64 31
13 91 12
14 31 1
14 32 13
14 39 40
14 49 31
14 53 6
14 65 46
14 96 27
15 12 42
15 22 38
15 23 34
15 31 3
15 34 34
15 99 7
16 81 0
16 84 9
17 1 25
17 8 23
17 29 0
17 37 16
17 57 15
17 94 9
18 15 16
18 46 13
18 70 4
18 81 4
18 93 6
19 59 23
19 65 17
19 72 34
19 75 27
19 84 42
19 86 17
19 91 19
19 93 0
20 12 7
20 27 10
20 48 5
20 56 17
20 59 9
20 66 31
21 83 38
21 91 14
21 92 37
22 16 7
22 30 46
22 46 30
22 51 21
22 66 0
22 92 22
23 38 10
23 70 31
23 86 37
24 2 19
24 4 16
24 32 32
24 33 39
24 36 8
24 47 36
24 75 47
25 40 13
25 64 33
25 91 38
26 2 24
26 50 14
26 51 20
26 53 7
26 55 3
26 69 21
26 87 7
26 93 43
27 1 21
27 3 8
27 12 43
27 45 1
27 63 5
27 69 9
28 8 33
28 24 15
28 39 31
28 72 23
28 80 31
28 98 28
28 100 17
29 3 37
29 31 21
29 54 20
29 56 21
29 59 46
29 76 13
29 90 26
30 33 32
30 69 8
30 75 47
31 5 33
31 48 13
31 53 31
31 57 6
31 94 47
32 8 4
32 30 36
32 41 40
32 50 12
32 67 18
32 93 6
33 2 47
33 18 43
33 97 14
34 35 16
34 50 29
34 98 30
35 8 17
35 74 38
35 92 21
36 14 25
36 16 47
36 24 5
36 25 0
36 33 37
36 40 33
36 71 17
37 9 19
37 11 19
37 27 31
37 69 48
37 80 41
37 89 34
37 98 22
38 11 3
38 13 25
38 25 14
38 34 8
38 46 5
38 71 43
38 88 40
39 30 31
39 56 22
39 97 26
40 19 17
40 51 12
40 87 24
41 16 5
41 19 33
41 43 43
41 59 24
41 72 16
41 86 43
41 97 41
42 34 46
42 66 28
42 72 7
42 77 37
42 91 26
42 95 29
42 99 27
43 32 27
43 51 25
43 55 49
44 9 1
44 10 44
44 98 32
45 6 6
45 9 21
45 75 1
45 76 24
45 88 38
45 91 25
46 39 11
46 53 27
46 81 12
46 93 27
47 34 9
47 88 19
47 99 50
48 20 11
48 57 13
48 64 26
48 68 32
48 78 28
49 32 32
49 78 39
50 2 27
50 77 43
51 4 3
51 10 9
51 36 22
51 42 1
52 10 40
52 16 3
52 31 50
52 38 20
52 58 46
52 74 50
52 94 33
53 36 28
53 42 14
53 45 41
53 48 4
53 55 14
53 82 32
53 96 24
54 10 31
54 25 19
54 76 43
54 90 30
55 8 12
55 9 41
55 52 46
55 54 33
55 89 35
56 33 23
56 53 45
56 57 31
56 74 49
56 87 49
56 98 2
57 18 30
57 22 42
57 53 7
57 64 17
57 71 42
57 90 19
57 99 4
58 17 24
58 31 10
58 67 13
58 89 17
59 26 49
59 41 22
59 53 43
59 72 19
59 92 18
60 32 27
60 39 37
60 43 12
60 48 44
60 79 3
61 0 4
61 9 12
61 41 47
61 48 1
61 50 38
61 56 7
61 62 25
61 96 45
62 13 46
62 22 28
62 54 40
62 91 40
63 67 4
63 86 32
63 93 29
63 95 41
64 8 17
64 46 49
64 92 15
65 91 40
66 17 48
66 27 35
66 40 30
66 45 26
67 9 43
67 14 31
67 39 12
67 51 1
67 93 8
68 82 41
69 10 50
69 83 7
69 93 33
69 99 3
70 2 11
70 19 37
70 85 49
70 86 21
71 23 42
71 27 33
71 45 44
71 64 29
71 74 25
71 90 21
71 97 10
72 8 32
72 21 6
72 22 25
72 41 3
72 45 1
72 70 12
72 76 27
72 86 19
73 33 11
73 38 16
73 64 20
73 66 39
74 5 46
74 49 8
74 99 27
75 23 3
75 42 33
75 46 42
75 49 28
75 73 40
75 91 33
75 94 33
76 18 29
76 79 14
77 5 44
77 7 16
77 15 6
77 42 18
77 63 47
77 70 22
78 2 37
78 22 41
78 59 50
78 67 43
78 71 40
78 83 19
78 95 32
79 9 21
79 29 31
79 33 44
79 47 24
79 63 10
79 100 49
80 9 44
80 34 16
80 40 33
80 43 41
80 57 35
80 68 34
81 9 12
81 20 20
82 30 48
82 32 44
82 73 15
82 89 11
83 10 23
83 17 21
83 21 30
83 25 48
83 42 26
83 54 0
83 82 18
84 6 27
84 17 11
84 23 50
84 26 40
84 27 36
84 58 14
84 63 34
85 15 20
85 65 7
85 75 34
86 0 35
86 4 0
86 22 38
86 57 30
86 62 40
86 64 10
86 84 43
87 63 13
87 74 27
87 98 37
88 51 1
88 56 21
88 77 3
88 95 35
89 16 46
90 27 25
90 36 2
90 61 21
90 80 45
90 83 2
90 95 14
91 34 37
91 77 42
91 78 15
92 13 24
92 31 11
93 3 5
93 27 40
93 34 25
93 64 46
94 0 38
94 6 3
94 29 45
94 37 42
94 47 20
94 48 36
94 74 41
95 35 50
95 92 9
96 7 23
96 12 33
96 60 34
96 62 42
97 22 19
97 42 23
97 51 17
97 74 18
97 75 44
97 76 7
97 96 47
98 10 25
98 29 48
98 38 21
98 44 40
98 63 35
98 72 17
98 74 3
98 78 15
98 79 45
98 90 33
98 91 2
99 13 48
99 22 0
99 24 15
99 25 20
99 82 17
100 17 3
100 52 43
100 67 32
71 97 51 42 72 86
54
