501 2480
297 50
0 25 43
0 56 38
0 101 43
0 275 38
0 387 29
1 91 42
1 281 21
1 458 12
2 175 15
2 234 0
2 303 46
3 11 25
3 12 9
3 225 26
3 264 19
3 286 27
3 359 24
4 69 6
4 159 2
4 198 36
4 317 44
4 365 4
4 435 23
5 7 4
5 76 12
5 219 49
5 401 4
6 167 5
6 191 50
6 203 46
6 208 5
6 385 43
6 388 4
6 441 13
6 451 9
7 36 44
7 215 27
7 338 29
7 374 48
7 439 21
7 489 19
8 96 32
8 129 3
8 150 47
8 366 23
8 402 3
8 449 20
9 46 24
9 299 21
9 407 45
10 60 26
10 75 33
10 166 12
10 172 46
10 450 23
10 479 28
11 107 21
11 230 48
11 267 5
11 410 0
12 8 7
12 39 48
12 74 20
12 340 9
12 424 20
13 9 5
13 81 39
13 231 22
13 302 40
13 488 43
14 37 6
14 43 30
14 131 6
14 239 43
14 316 36
14 417 30
15 67 18
15 264 4
15 266 19
15 474 15
16 3 25
16 225 24
16 421 3
16 474 35
17 227 47
17 289 13
17 402 41
17 403 40
18 5 37
18 264 5
18 340 25
18 367 14
18 376 2
19 95 31
19 181 24
19 235 41
19 269 30
19 367 34
19 395 41
20 199 16
20 200 22
20 216 49
20 243 9
20 378 10
20 460 16
21 49 38
21 161 49
21 196 47
21 255 41
21 266 25
21 425 4
21 446 20
21 469 26
22 0 5
22 89 20
22 190 14
22 196 4
22 249 37
22 265 26
22 379 36
22 380 30
22 415 27
23 38 32
23 80 31
23 91 25
23 151 6
23 157 24
23 255 1
23 262 15
23 361 18
24 70 29
24 89 46
24 147 32
24 274 29
24 282 18
24 432 4
24 444 46
25 69 25
25 274 23
25 402 15
25 441 0
26 17 1
26 127 50
26 271 24
26 282 20
26 292 18
26 447 8
27 21 28
27 23 40
27 47 42
27 97 5
27 135 39
27 151 41
27 301 11
27 336 33
27 461 13
28 30 39
28 193 1
28 292 30
28 464 44
29 179 43
30 18 50
30 113 48
30 315 5
30 414 18
30 462 47
30 471 28
31 117 49
31 270 46
31 299 13
31 330 34
31 383 45
31 447 27
32 100 24
32 285 29
32 461 9
32 485 29
33 96 43
33 179 9
33 224 2
33 242 31
33 249 4
33 285 6
33 296 4
33 434 47
33 441 6
34 90 24
34 259 29
34 279 44
34 422 12
35 42 0
35 148 8
35 294 45
36 137 20
36 207 41
36 240 43
36 260 47
36 371 44
36 395 15
37 114 34
37 119 10
38 47 42
38 276 42
38 418 14
39 9 15
39 63 37
39 120 9
39 135 40
39 206 47
39 249 20
39 461 39
40 164 7
40 367 14
40 445 16
41 241 23
41 252 4
41 374 50
41 401 39
41 461 29
42 146 6
42 316 31
42 383 1
42 392 8
42 401 29
42 470 41
43 53 11
43 120 0
43 129 35
43 243 11
43 289 11
43 315 41
43 485 31
44 3 4
44 461 21
44 497 36
45 81 47
45 180 16
45 294 40
45 311 37
45 333 45
45 422 44
46 65 47
46 86 29
46 193 31
46 334 38
46 363 22
46 364 49
46 398 39
47 115 19
47 347 13
47 426 31
47 467 43
47 474 42
48 81 19
48 223 40
48 239 22
48 405 26
48 416 38
49 104 50
49 106 31
49 376 13
49 393 9
49 492 2
50 43 28
50 187 9
50 192 31
50 268 15
50 303 7
50 305 23
50 319 45
50 391 11
51 202 5
51 294 50
51 397 36
51 445 30
51 461 42
52 60 35
52 204 25
52 219 7
52 386 37
52 416 45
52 465 5
53 73 23
53 98 44
53 368 38
53 376 46
54 107 39
54 178 17
54 313 25
54 411 4
55 6 38
55 98 36
55 107 32
55 190 34
55 253 22
55 273 45
55 385 9
55 401 43
55 431 12
56 66 32
56 77 35
56 215 45
56 277 5
56 348 6
56 479 45
57 199 14
57 273 10
57 281 26
57 346 10
57 470 33
58 153 6
58 182 10
58 230 1
58 352 0
59 91 2
59 97 36
59 107 34
59 226 38
59 379 46
59 417 39
60 74 49
60 321 26
60 346 47
60 408 0
60 486 22
61 21 18
61 188 11
61 208 32
61 237 24
62 189 50
62 204 5
62 218 8
62 271 34
62 390 48
62 456 19
63 3 2
63 106 28
63 145 39
63 172 34
63 192 13
63 344 38
63 350 46
64 40 30
64 139 49
64 310 6
64 391 11
64 402 20
65 77 48
65 378 5
66 122 34
66 197 8
68 101 3
68 116 25
68 140 44
68 156 27
68 164 34
68 173 36
68 246 23
68 258 49
68 259 9
68 376 28
69 223 35
69 271 20
69 368 11
69 476 35
70 78 20
70 111 20
70 157 48
70 240 16
70 249 37
70 284 50
70 415 9
70 488 2
71 46 37
71 106 22
71 272 29
71 492 29
72 9 47
72 465 20
72 478 35
73 8 45
73 14 6
73 144 47
73 389 10
73 422 31
73 486 44
75 3 0
75 64 18
75 145 24
75 255 31
75 281 34
75 287 29
75 298 37
75 404 16
75 414 14
75 416 32
75 419 47
76 67 18
76 77 45
76 343 46
76 368 33
76 386 2
76 440 32
77 72 32
77 104 7
77 145 29
77 302 32
78 119 42
78 171 16
78 214 39
78 407 14
79 129 26
79 357 35
80 46 36
80 79 35
80 234 24
80 308 31
80 318 50
80 379 21
80 492 50
81 16 45
81 22 37
81 26 33
81 41 14
81 139 16
81 329 26
82 10 21
82 39 31
82 169 6
82 190 42
83 0 16
83 115 2
83 260 18
83 332 29
84 8 10
84 121 27
85 270 2
85 315 7
85 443 17
85 484 37
86 52 30
86 53 17
87 100 19
87 116 16
87 135 33
87 151 17
87 236 14
87 399 8
