100 294
15 45
0 4 47
0 22 44
0 64 38
1 85 18
2 37 20
2 56 12
2 61 37
2 90 27
3 9 31
3 33 50
3 45 19
3 48 49
3 69 22
3 95 2
4 12 1
4 73 24
4 83 21
4 89 32
5 6 3
5 13 13
5 40 21
5 74 50
6 20 30
6 32 47
6 46 45
6 55 20
7 43 9
7 45 48
7 90 48
7 98 16
8 71 50
8 81 13
8 82 16
10 8 4
11 8 16
12 3 30
12 70 35
13 24 50
13 31 38
14 16 1
14 64 20
15 6 29
15 42 25
16 30 50
16 66 41
17 59 30
17 71 7
17 72 1
18 7 50
18 21 5
19 24 14
19 37 46
20 14 28
20 19 42
20 40 18
20 100 20
21 3 24
21 32 35
21 36 20
21 38 41
21 89 19
22 60 34
22 87 2
23 18 37
23 82 17
24 13 2
24 41 14
24 77 45
25 11 4
25 17 3
25 48 50
25 76 46
26 45 2
26 65 26
26 91 42
28 35 25
28 57 2
28 58 26
28 96 14
29 1 40
29 30 18
29 54 33
30 64 34
31 45 31
31 67 34
32 25 44
32 45 16
33 2 0
33 17 28
33 44 49
33 45 10
33 72 34
34 59 32
34 76 36
35 6 21
35 28 23
35 49 13
35 50 25
35 94 29
36 27 31
36 55 18
36 60 38
37 22 39
37 89 11
38 19 15
38 22 41
38 73 16
38 82 13
39 26 17
39 58 36
40 4 31
40 20 26
40 31 28
41 61 45
42 8 42
43 62 4
43 82 20
44 10 6
44 21 10
44 32 17
44 33 40
44 46 9
44 49 43
44 60 29
44 67 16
44 85 5
45 24 48
45 50 0
45 60 32
45 84 4
46 70 22
47 18 32
47 32 29
47 57 38
47 87 3
48 19 20
48 26 10
48 43 21
49 12 11
49 45 34
50 52 13
50 81 46
51 48 4
51 50 2
51 56 40
53 30 9
53 51 33
53 59 19
53 96 12
54 37 29
54 47 40
55 6 0
55 50 43
55 73 21
55 79 15
56 2 45
56 37 18
56 49 36
57 3 8
57 42 33
57 45 33
57 46 44
57 58 13
57 59 32
57 62 10
58 43 37
59 57 4
59 91 50
60 19 33
60 24 17
60 86 29
61 22 6
61 29 14
61 65 9
62 25 39
62 28 31
62 38 44
62 40 19
62 69 10
62 70 36
62 76 20
63 8 30
63 16 18
63 78 46
64 12 18
64 20 39
64 37 34
65 19 50
65 28 6
65 97 15
66 2 45
66 14 46
66 32 1
66 41 21
66 100 11
67 8 26
67 14 44
67 23 8
67 27 0
67 93 37
68 8 3
68 46 12
68 49 22
68 71 30
68 76 19
69 13 28
69 80 40
69 90 30
70 22 46
70 24 24
70 53 35
70 69 19
70 84 23
71 30 25
72 35 33
72 47 15
72 54 38
72 84 43
72 88 35
73 31 45
73 56 12
74 44 8
74 88 8
76 1 6
76 83 29
77 4 6
77 59 10
77 67 0
77 86 17
77 96 17
78 0 10
78 100 11
79 66 6
80 11 3
80 26 48
80 30 2
80 36 36
80 61 29
81 83 13
81 95 8
82 37 14
82 40 13
82 68 49
83 3 4
83 60 7
84 18 12
84 83 36
85 53 3
85 73 32
85 79 34
86 33 23
86 64 4
86 75 9
87 36 26
87 73 17
87 78 48
87 93 19
88 74 40
88 76 10
89 41 34
89 62 29
89 71 48
90 33 19
90 38 10
91 38 49
91 49 28
92 39 48
92 42 35
93 18 31
93 19 32
93 91 9
94 0 32
94 14 15
94 27 3
94 31 14
94 49 14
94 79 24
95 44 17
95 68 41
95 97 47
96 47 38
96 62 39
96 86 45
96 98 33
97 5 44
97 29 45
97 32 13
97 60 16
97 61 36
97 69 1
98 69 16
98 75 34
100 4 3
100 28 10
15 6 55 79 66 32 45
87
