500 2477
435 145
0 64 23
0 180 10
1 38 45
1 150 31
1 188 21
1 198 48
1 254 7
1 472 15
2 74 22
2 239 22
2 332 23
2 348 30
2 352 5
2 373 43
2 499 31
3 13 8
3 30 3
3 46 8
3 122 28
3 212 28
3 254 5
3 327 35
3 409 44
3 427 1
3 455 22
4 279 24
4 314 8
4 342 6
5 88 43
5 193 4
5 264 49
5 289 30
5 322 9
5 404 26
5 415 2
5 419 38
6 122 14
6 181 8
6 192 24
6 229 14
6 294 31
6 307 37
6 402 47
6 432 4
6 434 38
6 464 42
7 83 45
7 95 21
7 214 0
7 373 49
7 448 29
8 170 4
8 183 27
8 290 32
8 478 50
9 405 15
10 74 41
10 346 42
10 381 43
10 395 6
11 177 49
11 256 5
11 277 21
11 300 42
11 344 36
12 27 9
12 39 41
12 129 29
12 497 30
13 229 42
13 256 29
13 345 47
13 480 9
13 489 50
14 4 45
14 95 50
14 165 0
14 250 46
14 370 19
14 404 37
15 16 45
15 76 19
15 172 15
15 197 1
15 303 22
15 364 28
16 201 9
16 323 48
16 358 33
16 481 9
17 40 32
17 216 50
17 260 31
17 426 3
18 14 23
18 85 44
18 259 45
18 270 11
18 334 35
18 486 29
19 59 17
19 113 33
19 191 49
19 236 40
19 342 30
20 285 18
20 286 3
20 288 9
20 296 46
20 390 49
20 421 30
20 433 48
20 436 5
21 148 43
21 174 5
21 241 13
21 288 8
21 297 50
21 312 42
21 402 21
21 447 8
21 470 12
22 61 40
22 65 29
22 128 42
22 182 41
22 184 9
22 220 9
22 222 34
23 2 48
23 188 23
23 207 40
23 268 2
23 366 20
24 174 31
24 177 15
24 246 43
24 497 36
25 158 16
25 178 19
25 192 43
25 233 20
25 398 39
25 453 2
25 466 20
25 468 22
26 78 25
26 145 21
26 233 11
26 316 48
26 325 2
26 484 1
27 157 21
27 274 12
27 373 36
28 53 45
28 124 48
28 220 50
28 322 41
28 355 24
28 374 3
28 425 47
28 445 29
29 191 46
29 233 23
29 241 20
29 272 49
29 329 4
29 420 43
30 27 7
30 52 15
30 389 26
31 7 30
31 72 27
31 73 49
31 100 43
31 157 40
31 482 46
31 485 33
32 122 33
32 186 50
32 303 42
32 337 7
32 338 49
32 346 41
32 373 34
32 443 17
33 46 23
33 127 41
33 174 49
33 344 0
33 354 3
34 73 1
34 86 12
34 180 18
34 340 13
34 434 42
34 464 15
34 486 43
35 1 33
35 41 28
35 42 34
35 79 34
35 192 3
35 275 35
36 113 44
36 179 34
36 198 40
36 216 49
36 227 5
36 296 1
36 355 4
36 397 14
36 482 34
37 138 43
37 260 14
37 427 45
38 135 45
38 257 40
38 268 29
39 175 0
39 292 28
40 58 0
40 116 40
40 191 26
40 282 17
40 292 18
40 416 23
41 17 12
41 68 32
41 144 12
42 283 6
42 339 11
42 461 5
42 462 20
43 14 30
43 42 20
43 131 50
43 171 43
43 199 37
43 324 24
44 196 50
44 197 12
44 373 11
44 432 9
45 0 42
45 118 20
45 199 19
45 217 18
45 222 46
45 326 31
45 380 17
46 66 8
46 81 45
46 182 38
46 208 44
46 300 17
48 146 34
49 129 33
49 185 8
49 305 45
49 338 27
49 413 47
50 47 24
50 153 15
50 182 24
50 195 0
50 460 0
51 3 12
51 5 2
51 8 15
51 25 22
51 104 30
51 150 28
51 167 2
51 206 19
51 248 8
51 357 9
51 423 7
51 472 37
52 28 15
52 110 36
52 157 45
52 159 41
52 171 31
52 228 13
52 236 38
52 428 44
53 139 31
53 373 40
53 392 42
53 480 24
54 39 22
54 44 12
54 184 8
54 450 13
55 34 11
55 65 29
55 79 42
55 194 32
55 302 12
55 303 49
55 318 24
55 457 44
56 237 4
56 248 40
56 452 42
56 453 21
56 489 10
56 492 15
57 15 44
57 89 39
57 209 3
57 255 15
57 332 11
57 351 49
57 370 32
57 488 7
58 84 28
58 295 34
58 297 0
58 366 8
58 378 35
58 379 28
58 468 48
59 92 41
59 226 13
59 435 17
59 445 34
60 405 24
60 407 28
61 87 7
61 95 0
61 182 31
61 223 23
61 310 16
62 157 49
